resume_text,job_description,match_score
"Software Engineer with 1 years of experience. Proficient in react, git, java, node.js, javascript. Also skilled in python, spring, firebase, kotlin. Built multiple projects and worked in agile environment. Strong teamwork skills.","Software Engineer position. Looking for 7+ years of experience. Required skills: react, python, sql, api, django, javascript, spring. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",41.98
"Software Engineer with 5 years of experience. Proficient in api, javascript, django, java, node.js. Also skilled in spring, vue, javascript. Built multiple projects and worked in agile environment. Strong communication skills.","Software Engineer position. Looking for 2+ years of experience. Required skills: sql, python, node.js, django, javascript, api, git. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",68.86
"Backend with 5 years of experience. Proficient in mongodb, java, python, postgresql, rest api. Also skilled in node.js, jenkins, ci/cd. Built multiple projects and worked in startup environment. Strong teamwork skills.","Backend Developer position. Looking for 7+ years of experience. Required skills: python, java, mongodb, sql, rest api, postgresql. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",76.44
"Devops with 6 years of experience. Proficient in jenkins, docker, kubernetes, aws, linux. Also skilled in mongodb, css. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","DevOps Engineer position. Looking for 8+ years of experience. Required skills: aws, git, ansible, kubernetes, linux, docker, terraform. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",62.2
"Devops with 4 years of experience. Proficient in terraform, linux, kubernetes, jenkins, git. Also skilled in sql, machine learning. Built multiple projects and worked in agile environment. Strong teamwork skills.","DevOps Engineer position. Looking for 8+ years of experience. Required skills: ansible, aws, git, jenkins, ci/cd, docker. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",40.85
"Full Stack with 5 years of experience. Proficient in rest api, react, express, typescript, html. Also skilled in css, junit, quality assurance. Built multiple projects and worked in startup environment. Strong communication skills.","Full Stack Developer position. Looking for 3+ years of experience. Required skills: rest api, html, node.js, express, react, javascript, typescript. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",75.62
"Qa Engineer with 1 years of experience. Proficient in automation, quality assurance, junit, jenkins, docker. Built multiple projects and worked in startup environment. Strong communication skills.","QA Engineer position. Looking for 5+ years of experience. Required skills: pytest, selenium, junit, automation, testing, quality assurance. Must have strong technical abilities. On-site work. Competitive salary and benefits.",41.07
"Mobile Developer with 1 years of experience. Proficient in ios, flutter, android, kotlin, mobile. Also skilled in postgresql, java. Built multiple projects and worked in agile environment. Strong teamwork skills.","Mobile Developer position. Looking for 3+ years of experience. Required skills: android, swift, react native, ios, mobile, flutter. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",46.95
"Software Engineer with 7 years of experience. Proficient in sql, java, javascript, python, machine learning. Also skilled in nlp. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Software Engineer position. Looking for 4+ years of experience. Required skills: javascript, django, java, node.js, python, git, spring. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",60.96
"Backend with 4 years of experience. Proficient in node.js, java, sql, microservices, node.js. Also skilled in sql. Built multiple projects and worked in startup environment. Strong teamwork skills.","Backend Developer position. Looking for 4+ years of experience. Required skills: python, sql, java, microservices, mongodb, redis. Must have strong technical abilities. On-site work. Competitive salary and benefits.",64.84
"Backend with 5 years of experience. Proficient in sql, java, mongodb, microservices, postgresql. Also skilled in node.js, api, react. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Backend Developer position. Looking for 3+ years of experience. Required skills: microservices, node.js, rest api, sql, postgresql, java, python. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",77.36
"Backend with 4 years of experience. Proficient in mongodb, python, redis, java, rest api. Also skilled in android, firebase. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Backend Developer position. Looking for 3+ years of experience. Required skills: python, sql, mongodb, java, microservices. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",71.24
"Backend with 2 years of experience. Proficient in java, postgresql, sql, rest api, selenium. Also skilled in automation. Built multiple projects and worked in agile environment. Strong communication skills.","Backend Developer position. Looking for 6+ years of experience. Required skills: python, node.js, java, postgresql, sql. Must have strong technical abilities. Remote work. Competitive salary and benefits.",45.88
"Mobile Developer with 1 years of experience. Proficient in swift, firebase, kotlin, flutter, sql. Also skilled in java. Built multiple projects and worked in startup environment. Strong communication skills.","Mobile Developer position. Looking for 2+ years of experience. Required skills: swift, flutter, mobile, react native. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",62.77
"Frontend with 3 years of experience. Proficient in css, angular, webpack, java, microservices. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Frontend Developer position. Looking for 3+ years of experience. Required skills: html, css, typescript, sass, javascript, vue, webpack. Must have strong technical abilities. On-site work. Competitive salary and benefits.",53.28
"Backend with 6 years of experience. Proficient in redis, sql, postgresql, mongodb, rest api. Also skilled in node.js, mongodb, rest api. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Backend Developer position. Looking for 7+ years of experience. Required skills: postgresql, microservices, sql, node.js, redis. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",74.86
"Data Scientist with 3 years of experience. Proficient in numpy, nlp, python, machine learning, sql. Also skilled in mongodb. Built multiple projects and worked in agile environment. Strong communication skills.","Data Scientist position. Looking for 3+ years of experience. Required skills: deep learning, python, machine learning, pytorch, pandas, nlp, statistics, sql. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",67.64
"Qa Engineer with 1 years of experience. Proficient in automation, quality assurance, cypress, selenium, junit. Also skilled in sql, git. Built multiple projects and worked in enterprise environment. Strong communication skills.","QA Engineer position. Looking for 6+ years of experience. Required skills: pytest, selenium, testing, api testing, junit. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",36.75
"Full Stack with 5 years of experience. Proficient in typescript, rest api, react, css, html. Also skilled in javascript, postgresql, java. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Full Stack Developer position. Looking for 5+ years of experience. Required skills: javascript, express, css, rest api, node.js, mongodb. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",64.76
"Backend with 5 years of experience. Proficient in postgresql, mongodb, redis, automation, pytest. Built multiple projects and worked in agile environment. Strong teamwork skills.","Backend Developer position. Looking for 4+ years of experience. Required skills: rest api, java, mongodb, python, postgresql, sql. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",61.46
"Frontend with 2 years of experience. Proficient in react, vue, css, selenium, junit. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Frontend Developer position. Looking for 2+ years of experience. Required skills: typescript, vue, html, webpack, sass, angular, javascript. Must have strong technical abilities. On-site work. Competitive salary and benefits.",44.71
"Qa Engineer with 4 years of experience. Proficient in pytest, junit, api testing, quality assurance, jenkins. Also skilled in ci/cd. Built multiple projects and worked in enterprise environment. Strong communication skills.","QA Engineer position. Looking for 3+ years of experience. Required skills: api testing, junit, selenium, automation, cypress. Must have strong technical abilities. On-site work. Competitive salary and benefits.",62.48
"Frontend with 1 years of experience. Proficient in react, sass, html, vue, javascript. Also skilled in flutter, firebase. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Frontend Developer position. Looking for 3+ years of experience. Required skills: javascript, typescript, css, html, vue. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",43.8
"Data Scientist with 5 years of experience. Proficient in sql, deep learning, machine learning, pytorch, statistics. Also skilled in nlp, firebase, mobile. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Data Scientist position. Looking for 2+ years of experience. Required skills: python, numpy, statistics, machine learning, deep learning, tensorflow, sql. Must have strong technical abilities. Remote work. Competitive salary and benefits.",66.73
"Software Engineer with 2 years of experience. Proficient in spring, python, java, javascript, node.js. Also skilled in statistics, sql. Built multiple projects and worked in agile environment. Strong communication skills.","Software Engineer position. Looking for 4+ years of experience. Required skills: react, django, node.js, javascript, api, java, spring, git. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",50.12
"Devops with 5 years of experience. Proficient in linux, ansible, ci/cd, git, terraform. Also skilled in react, javascript. Built multiple projects and worked in startup environment. Strong communication skills.","DevOps Engineer position. Looking for 4+ years of experience. Required skills: jenkins, ci/cd, linux, docker, terraform, git, aws. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",68.51
"Qa Engineer with 3 years of experience. Proficient in cypress, quality assurance, pytest, junit, postgresql. Also skilled in redis. Built multiple projects and worked in agile environment. Strong teamwork skills.","QA Engineer position. Looking for 2+ years of experience. Required skills: testing, pytest, selenium, automation, cypress. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",59.61
"Frontend with 3 years of experience. Proficient in html, sass, react, android, firebase. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Frontend Developer position. Looking for 3+ years of experience. Required skills: html, angular, javascript, css, sass, react. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",63.0
"Qa Engineer with 1 years of experience. Proficient in cypress, pytest, api testing, selenium, mongodb. Also skilled in node.js. Built multiple projects and worked in startup environment. Strong communication skills.","QA Engineer position. Looking for 5+ years of experience. Required skills: pytest, quality assurance, testing, junit. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",41.66
"Qa Engineer with 3 years of experience. Proficient in pytest, api testing, junit, selenium, swift. Also skilled in mobile. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","QA Engineer position. Looking for 5+ years of experience. Required skills: testing, cypress, automation, selenium. Must have strong technical abilities. Remote work. Competitive salary and benefits.",49.32
"Frontend with 2 years of experience. Proficient in angular, css, javascript, html, typescript. Also skilled in vue, sql, tensorflow. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Frontend Developer position. Looking for 4+ years of experience. Required skills: webpack, javascript, html, react, angular. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",55.36
"Software Engineer with 4 years of experience. Proficient in javascript, spring, sql, java, django. Also skilled in rest api, java. Built multiple projects and worked in startup environment. Strong communication skills.","Software Engineer position. Looking for 7+ years of experience. Required skills: python, api, react, git, spring, sql. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",50.12
"Full Stack with 3 years of experience. Proficient in css, javascript, react, express, android. Also skilled in swift. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Full Stack Developer position. Looking for 3+ years of experience. Required skills: node.js, typescript, react, css, rest api, express, html. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",59.32
"Devops with 5 years of experience. Proficient in docker, linux, ansible, kubernetes, aws. Also skilled in git, django, react. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","DevOps Engineer position. Looking for 7+ years of experience. Required skills: terraform, ci/cd, docker, linux, jenkins. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",44.38
"Backend with 2 years of experience. Proficient in microservices, postgresql, java, redis, mongodb. Also skilled in rest api, html, mongodb. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Backend Developer position. Looking for 4+ years of experience. Required skills: sql, postgresql, mongodb, python, node.js, microservices. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",55.84
"Backend with 2 years of experience. Proficient in redis, node.js, postgresql, rest api, sql. Also skilled in rest api, typescript. Built multiple projects and worked in startup environment. Strong teamwork skills.","Backend Developer position. Looking for 7+ years of experience. Required skills: microservices, rest api, java, postgresql, node.js, redis, sql. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",53.35
"Devops with 5 years of experience. Proficient in aws, kubernetes, jenkins, terraform, postgresql. Also skilled in redis. Built multiple projects and worked in agile environment. Strong problem-solving skills.","DevOps Engineer position. Looking for 8+ years of experience. Required skills: git, ansible, linux, ci/cd, kubernetes. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",32.16
"Devops with 1 years of experience. Proficient in terraform, ci/cd, git, aws, docker. Also skilled in ansible, spring, react. Built multiple projects and worked in startup environment. Strong teamwork skills.","DevOps Engineer position. Looking for 6+ years of experience. Required skills: jenkins, terraform, aws, kubernetes, linux. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",32.97
"Backend with 2 years of experience. Proficient in python, mongodb, postgresql, numpy, tensorflow. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Backend Developer position. Looking for 5+ years of experience. Required skills: postgresql, redis, python, rest api, sql. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",41.6
"Qa Engineer with 2 years of experience. Proficient in cypress, junit, testing, pytest, quality assurance. Also skilled in kotlin, react native. Built multiple projects and worked in startup environment. Strong communication skills.","QA Engineer position. Looking for 5+ years of experience. Required skills: testing, selenium, cypress, quality assurance, junit. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",53.95
"Qa Engineer with 3 years of experience. Proficient in cypress, selenium, junit, pytest, android. Also skilled in kotlin. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","QA Engineer position. Looking for 2+ years of experience. Required skills: api testing, pytest, testing, automation, cypress, quality assurance. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",57.22
"Devops with 1 years of experience. Proficient in linux, aws, git, firebase, swift. Built multiple projects and worked in enterprise environment. Strong communication skills.","DevOps Engineer position. Looking for 8+ years of experience. Required skills: git, aws, jenkins, linux, docker, kubernetes, terraform. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",34.81
"Mobile Developer with 4 years of experience. Proficient in swift, firebase, react native, android, pandas. Also skilled in numpy. Built multiple projects and worked in startup environment. Strong teamwork skills.","Mobile Developer position. Looking for 6+ years of experience. Required skills: flutter, ios, react native, kotlin, android. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",42.97
"Software Engineer with 2 years of experience. Proficient in api, javascript, node.js, spring, java. Also skilled in react, mongodb, node.js. Built multiple projects and worked in startup environment. Strong communication skills.","Software Engineer position. Looking for 4+ years of experience. Required skills: java, sql, api, python, javascript, django, node.js. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",55.25
"Software Engineer with 2 years of experience. Proficient in react, java, sql, spring, javascript. Also skilled in react, vue. Built multiple projects and worked in enterprise environment. Strong communication skills.","Software Engineer position. Looking for 3+ years of experience. Required skills: sql, react, django, java, javascript, python. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",59.62
"Full Stack with 5 years of experience. Proficient in typescript, react, javascript, django, spring. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Full Stack Developer position. Looking for 3+ years of experience. Required skills: rest api, typescript, javascript, mongodb, express. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",57.55
"Frontend with 4 years of experience. Proficient in typescript, sass, react, css, html. Also skilled in angular, numpy, python. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Frontend Developer position. Looking for 2+ years of experience. Required skills: react, html, typescript, angular, sass. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",89.99
"Mobile Developer with 4 years of experience. Proficient in flutter, react native, swift, android, ios. Also skilled in python, nlp. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Mobile Developer position. Looking for 5+ years of experience. Required skills: kotlin, mobile, flutter, react native. Must have strong technical abilities. Remote work. Competitive salary and benefits.",70.86
"Devops with 3 years of experience. Proficient in docker, git, ci/cd, jenkins, kubernetes. Also skilled in terraform, numpy, nlp. Built multiple projects and worked in enterprise environment. Strong communication skills.","DevOps Engineer position. Looking for 3+ years of experience. Required skills: jenkins, aws, ci/cd, terraform, git, ansible, docker. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",75.4
"Software Engineer with 2 years of experience. Proficient in java, spring, sql, django, javascript. Also skilled in api, rest api, mongodb. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Software Engineer position. Looking for 6+ years of experience. Required skills: node.js, git, spring, sql, javascript, java, python. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",44.93
"Frontend with 1 years of experience. Proficient in typescript, angular, css, sass, javascript. Also skilled in machine learning, statistics. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Frontend Developer position. Looking for 2+ years of experience. Required skills: typescript, sass, vue, javascript, html, react, webpack. Must have strong technical abilities. Remote work. Competitive salary and benefits.",43.32
"Full Stack with 4 years of experience. Proficient in mongodb, html, css, javascript, node.js. Also skilled in express, machine learning, deep learning. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Full Stack Developer position. Looking for 4+ years of experience. Required skills: html, css, express, javascript, typescript. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",83.44
"Devops with 7 years of experience. Proficient in terraform, docker, ansible, linux, kubernetes. Also skilled in javascript, rest api. Built multiple projects and worked in startup environment. Strong teamwork skills.","DevOps Engineer position. Looking for 7+ years of experience. Required skills: terraform, ansible, docker, jenkins, aws, git. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",62.84
"Full Stack with 1 years of experience. Proficient in css, node.js, javascript, mobile, kotlin. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Full Stack Developer position. Looking for 2+ years of experience. Required skills: typescript, javascript, express, css, react, html, rest api. Must have strong technical abilities. Remote work. Competitive salary and benefits.",37.57
"Frontend with 3 years of experience. Proficient in sass, javascript, css, pytorch, pandas. Built multiple projects and worked in startup environment. Strong communication skills.","Frontend Developer position. Looking for 6+ years of experience. Required skills: angular, html, typescript, vue, react. Must have strong technical abilities. Remote work. Competitive salary and benefits.",22.32
"Devops with 1 years of experience. Proficient in ansible, terraform, aws, sql, machine learning. Built multiple projects and worked in startup environment. Strong problem-solving skills.","DevOps Engineer position. Looking for 7+ years of experience. Required skills: jenkins, docker, linux, git, kubernetes, terraform. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",17.77
"Frontend with 3 years of experience. Proficient in vue, react, webpack, javascript, angular. Also skilled in mobile, swift. Built multiple projects and worked in agile environment. Strong communication skills.","Frontend Developer position. Looking for 2+ years of experience. Required skills: javascript, html, typescript, webpack, vue, sass. Must have strong technical abilities. Remote work. Competitive salary and benefits.",65.14
"Software Engineer with 6 years of experience. Proficient in sql, api, spring, javascript, django. Also skilled in python, python, tensorflow. Built multiple projects and worked in startup environment. Strong communication skills.","Software Engineer position. Looking for 2+ years of experience. Required skills: node.js, api, sql, django, python, git, react, javascript. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",73.12
"Backend with 6 years of experience. Proficient in rest api, node.js, sql, angular, react. Built multiple projects and worked in agile environment. Strong teamwork skills.","Backend Developer position. Looking for 6+ years of experience. Required skills: node.js, java, python, postgresql, rest api, redis. Must have strong technical abilities. On-site work. Competitive salary and benefits.",54.28
"Devops with 4 years of experience. Proficient in linux, docker, kubernetes, jenkins, ansible. Also skilled in numpy, sql. Built multiple projects and worked in startup environment. Strong communication skills.","DevOps Engineer position. Looking for 7+ years of experience. Required skills: jenkins, aws, docker, ci/cd, ansible. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",54.1
"Devops with 2 years of experience. Proficient in git, jenkins, ansible, docker, ci/cd. Also skilled in kubernetes, sass, typescript. Built multiple projects and worked in agile environment. Strong teamwork skills.","DevOps Engineer position. Looking for 3+ years of experience. Required skills: ansible, jenkins, aws, terraform, linux, kubernetes. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",47.49
"Devops with 5 years of experience. Proficient in git, linux, jenkins, kubernetes, ansible. Also skilled in docker, typescript, html. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","DevOps Engineer position. Looking for 6+ years of experience. Required skills: docker, linux, ansible, aws, terraform. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",64.11
"Mobile Developer with 4 years of experience. Proficient in react native, mobile, kotlin, sass, css. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Mobile Developer position. Looking for 6+ years of experience. Required skills: flutter, android, swift, ios. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",22.45
"Mobile Developer with 2 years of experience. Proficient in kotlin, firebase, react native, android, sql. Also skilled in api. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Mobile Developer position. Looking for 3+ years of experience. Required skills: react native, android, kotlin, swift, firebase. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",67.15
"Software Engineer with 6 years of experience. Proficient in sql, react, api, javascript, javascript. Also skilled in rest api. Built multiple projects and worked in startup environment. Strong teamwork skills.","Software Engineer position. Looking for 5+ years of experience. Required skills: api, git, python, sql, spring, java, django, node.js. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",59.38
"Software Engineer with 4 years of experience. Proficient in sql, django, node.js, git, testing. Also skilled in api testing. Built multiple projects and worked in startup environment. Strong teamwork skills.","Software Engineer position. Looking for 8+ years of experience. Required skills: node.js, spring, git, react, javascript, django. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",50.23
"Data Scientist with 2 years of experience. Proficient in pytorch, sql, statistics, tensorflow, react native. Also skilled in android. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Data Scientist position. Looking for 5+ years of experience. Required skills: statistics, numpy, pandas, deep learning, python, pytorch. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",31.42
"Data Scientist with 1 years of experience. Proficient in deep learning, tensorflow, pytorch, sql, testing. Also skilled in automation. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Data Scientist position. Looking for 6+ years of experience. Required skills: tensorflow, sql, machine learning, deep learning, pandas, python, statistics, numpy. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",36.34
"Full Stack with 5 years of experience. Proficient in html, express, typescript, rest api, microservices. Built multiple projects and worked in enterprise environment. Strong communication skills.","Full Stack Developer position. Looking for 5+ years of experience. Required skills: express, typescript, css, javascript, node.js. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",60.38
"Frontend with 5 years of experience. Proficient in sass, typescript, react, javascript, django. Built multiple projects and worked in agile environment. Strong communication skills.","Frontend Developer position. Looking for 2+ years of experience. Required skills: sass, vue, typescript, react, webpack, angular, css. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",61.43
"Software Engineer with 6 years of experience. Proficient in python, java, django, javascript, sql. Also skilled in git, javascript, typescript. Built multiple projects and worked in enterprise environment. Strong communication skills.","Software Engineer position. Looking for 5+ years of experience. Required skills: django, java, node.js, javascript, sql, api, git, react. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",70.92
"Devops with 7 years of experience. Proficient in aws, docker, linux, git, jenkins. Also skilled in ci/cd, vue, css. Built multiple projects and worked in startup environment. Strong teamwork skills.","DevOps Engineer position. Looking for 8+ years of experience. Required skills: linux, terraform, git, kubernetes, jenkins. Must have strong technical abilities. On-site work. Competitive salary and benefits.",63.31
"Qa Engineer with 4 years of experience. Proficient in junit, automation, quality assurance, firebase, flutter. Built multiple projects and worked in agile environment. Strong communication skills.","QA Engineer position. Looking for 6+ years of experience. Required skills: api testing, cypress, testing, pytest, junit, automation. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",38.49
"Mobile Developer with 2 years of experience. Proficient in android, ios, mobile, react, vue. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Mobile Developer position. Looking for 3+ years of experience. Required skills: ios, kotlin, mobile, android, firebase, swift. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",49.73
"Devops with 1 years of experience. Proficient in git, jenkins, terraform, kubernetes, docker. Also skilled in linux, react, node.js. Built multiple projects and worked in startup environment. Strong communication skills.","DevOps Engineer position. Looking for 3+ years of experience. Required skills: terraform, jenkins, git, docker, ansible, linux. Must have strong technical abilities. Remote work. Competitive salary and benefits.",54.78
"Mobile Developer with 4 years of experience. Proficient in kotlin, react native, firebase, android, tensorflow. Also skilled in nlp. Built multiple projects and worked in agile environment. Strong communication skills.","Mobile Developer position. Looking for 5+ years of experience. Required skills: mobile, android, flutter, kotlin, ios, firebase. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",69.12
"Frontend with 4 years of experience. Proficient in angular, css, html, typescript, javascript. Also skilled in sass, sql, spring. Built multiple projects and worked in startup environment. Strong communication skills.","Frontend Developer position. Looking for 3+ years of experience. Required skills: html, angular, javascript, typescript, css, vue, react. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",74.47
"Devops with 5 years of experience. Proficient in docker, git, ci/cd, jenkins, terraform. Also skilled in flutter, firebase. Built multiple projects and worked in startup environment. Strong communication skills.","DevOps Engineer position. Looking for 5+ years of experience. Required skills: linux, terraform, ci/cd, ansible, kubernetes, docker. Must have strong technical abilities. On-site work. Competitive salary and benefits.",63.72
"Software Engineer with 2 years of experience. Proficient in api, node.js, spring, java, javascript. Also skilled in aws, docker. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Software Engineer position. Looking for 7+ years of experience. Required skills: django, react, sql, java, api, spring, python, node.js. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",38.35
"Qa Engineer with 5 years of experience. Proficient in cypress, pytest, junit, automation, api testing. Also skilled in node.js, redis. Built multiple projects and worked in agile environment. Strong problem-solving skills.","QA Engineer position. Looking for 3+ years of experience. Required skills: automation, api testing, pytest, selenium. Must have strong technical abilities. On-site work. Competitive salary and benefits.",77.88
"Full Stack with 5 years of experience. Proficient in node.js, rest api, react, javascript, machine learning. Also skilled in deep learning. Built multiple projects and worked in startup environment. Strong teamwork skills.","Full Stack Developer position. Looking for 3+ years of experience. Required skills: node.js, express, typescript, javascript, rest api. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",69.27
"Mobile Developer with 2 years of experience. Proficient in kotlin, flutter, firebase, mobile, html. Also skilled in rest api. Built multiple projects and worked in agile environment. Strong communication skills.","Mobile Developer position. Looking for 2+ years of experience. Required skills: swift, android, ios, firebase, mobile, flutter. Must have strong technical abilities. Remote work. Competitive salary and benefits.",64.15
"Software Engineer with 2 years of experience. Proficient in sql, java, git, react, javascript. Also skilled in django, angular, webpack. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Software Engineer position. Looking for 7+ years of experience. Required skills: sql, django, python, spring, java, api, react. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",45.5
"Data Scientist with 5 years of experience. Proficient in sql, deep learning, numpy, pandas, tensorflow. Also skilled in java, python. Built multiple projects and worked in startup environment. Strong teamwork skills.","Data Scientist position. Looking for 5+ years of experience. Required skills: pandas, numpy, sql, statistics, nlp, deep learning. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",74.56
"Backend with 3 years of experience. Proficient in redis, microservices, mongodb, java, python. Also skilled in sql, testing, cypress. Built multiple projects and worked in enterprise environment. Strong communication skills.","Backend Developer position. Looking for 5+ years of experience. Required skills: rest api, java, postgresql, microservices, sql, mongodb. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",58.42
"Mobile Developer with 1 years of experience. Proficient in swift, kotlin, android, mobile, pandas. Also skilled in deep learning. Built multiple projects and worked in agile environment. Strong teamwork skills.","Mobile Developer position. Looking for 4+ years of experience. Required skills: kotlin, firebase, ios, react native, mobile, android. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",38.52
"Mobile Developer with 4 years of experience. Proficient in mobile, swift, react native, firebase, mongodb. Also skilled in typescript. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Mobile Developer position. Looking for 2+ years of experience. Required skills: react native, flutter, mobile, kotlin. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",67.88
"Mobile Developer with 4 years of experience. Proficient in firebase, flutter, ios, android, statistics. Also skilled in numpy. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Mobile Developer position. Looking for 3+ years of experience. Required skills: android, flutter, firebase, swift, react native. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",70.02
"Software Engineer with 7 years of experience. Proficient in javascript, python, node.js, sql, javascript. Also skilled in rest api. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Software Engineer position. Looking for 8+ years of experience. Required skills: javascript, python, sql, api, node.js, java, react. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",80.3
"Devops with 4 years of experience. Proficient in docker, aws, ansible, javascript, css. Built multiple projects and worked in startup environment. Strong teamwork skills.","DevOps Engineer position. Looking for 6+ years of experience. Required skills: aws, terraform, git, ansible, kubernetes. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",43.55
